SalesID,Product Name,Product Category,Sales Date,Sales Amount,Quantity Sold,Region,Customer ID,Customer Segment,SalesRep ID,Discount Applied,Cost Of Goods Sold,Sales Channel,Inventory Status,Return Status,Customer Feedback,Customer assessment of Sales Rep,Feedback Category
729,Shampoo,Health & Beauty,2023-01-31,15.0,4.0,Latin America,CUST1074,Retail,REP005,0.05,10,Wholesale,Low Stock,Returned,Good value for money,Postive,Product Quality
730,Graphic Novel,Books & Media,,20.0,2.0,Not Specified,,Online Direct,REP006,0.0,12,Not Specified,Not Specified,Not Specified,No Feedback,Neutral,No Feedback
731,Cardigan,Fashion,2023-10-07,40.0,5.0,Europe,CUST1100,Retail,REP004,0.0,30,Wholesale,Low Stock,Returned,Perfect fit,Positive,Product Quality
732,Table Lamp,Home Décor,2023-06-09,35.0,2.0,North America,CUST1054,Wholesale,REP006,0.05,25,Retail,Out of Stock,No Return,Satisfied with my purchase,Negative,Experience with Purchase
733,Hiking Boots,Sports & Outdoors,2024-01-12,90.0,4.0,Asia Pacific,CUST1028,Online Direct,REP002,0.0,70,Marketplace,Out of Stock,Returned,Item as described,Neutral,Product Description Accuracy
734,Smartwatch,Electronics,2024-04-16,100.0,1.0,Middle East & Africa,CUST1089,Retail,REP007,0.0,70,Wholesale,Low Stock,No Return,Damaged on arrival,Neutral,Product Quality
735,Face Moisturizer,Health & Beauty,2023-09-28,30.0,5.0,Middle East & Africa,CUST1010,Wholesale,REP010,0.1,25,Marketplace,In Stock,No Return,Will shop again,Positive,Customer Service
736,Self-Help Book,Books & Media,,25.0,5.0,Not Specified,,Retail,REP010,0.0,18,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
737,Wool Scarf,Fashion,2024-07-16,40.0,2.0,Asia Pacific,CUST1032,Wholesale,REP003,0.1,30,Retail,Out of Stock,No Return,Color not as shown,Positive,Product Quality
738,Rug,Home Décor,2024-07-27,100.0,4.0,Asia Pacific,CUST1089,Online Direct,REP003,0.05,80,Wholesale,Out of Stock,No Return,Poor packaging,Negative,Product Quality
739,Snowshoes,Sports & Outdoors,2023-10-08,90.0,3.0,Latin America,CUST1017,Retail,REP001,0.05,70,Wholesale,Low Stock,No Return,Arrived late,Positive,Delivery Issues
740,External Hard Drive,Electronics,2024-07-22,80.0,2.0,Not Specified,CUST1088,Wholesale,REP003,0.0,60,Wholesale,In Stock,Pending Return,Good value for money,Postive,Product Quality
741,Hand Cream,Health & Beauty,2023-12-25,15.0,4.0,Latin America,CUST1004,Online Direct,REP008,0.0,10,Wholesale,Low Stock,Pending Return,Delays in delivery,Neutral,Delivery Issues
742,Anthology,Books & Media,,20.0,1.0,Not Specified,,Retail,REP006,0.05,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
743,Leather Gloves,Fashion,2023-09-23,50.0,3.0,Latin America,CUST1056,Wholesale,REP009,0.05,40,Online Direct,In Stock,No Return,Missing accessories,Negative,Product Description Accuracy
744,Camping Tent,Sports & Outdoors,2024-07-05,150.0,4.0,Latin America,CUST1044,Online Direct,REP005,0.0,100,Wholesale,Out of Stock,Pending Return,Fantastic experience,Neutral,Experience with Purchase
745,Wireless Earbuds,Electronics,2023-05-07,70.0,2.0,Middle East & Africa,CUST1078,Retail,REP005,0.1,50,Retail,In Stock,Pending Return,Will shop again,Neutral,Customer Service
746,Hand Cream,Health & Beauty,2024-03-02,15.0,5.0,Europe,CUST1074,Wholesale,REP003,0.0,10,Retail,Out of Stock,Pending Return,Not as described,Positive,Product Description Accuracy
747,Fiction Novel,Books & Media,,20.0,3.0,Not Specified,,Retail,REP008,0.1,15,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
748,Silk Scarf,Fashion,2023-12-26,35.0,2.0,North America,CUST1009,Online Direct,REP006,0.0,25,Wholesale,Low Stock,Pending Return,Item as described,Positive,Product Description Accuracy
749,Fishing Rod,Sports & Outdoors,2024-03-11,40.0,1.0,Asia Pacific,CUST1008,Retail,REP009,0.0,30,Marketplace,Low Stock,Pending Return,Will return,Negative,Customer Service
750,Digital Camera,Electronics,2023-07-10,250.0,1.0,Latin America,CUST1084,Wholesale,REP006,0.05,200,Retail,Low Stock,No Return,Delays in delivery,Positive,Delivery Issues
751,Facial Cleanser,Health & Beauty,2024-04-04,30.0,4.0,Latin America,CUST1046,Online Direct,REP005,0.05,20,Wholesale,Low Stock,No Return,Perfect fit,Postive,Product Quality
752,Non-Fiction Book,Books & Media,,20.0,5.0,Not Specified,,Retail,REP010,0.05,15,Not Specified,Not Specified,Not Specified,No Feedback,Neutral,No Feedback
753,Cardigan,Fashion,2023-01-27,40.0,1.0,Latin America,CUST1080,Wholesale,REP002,0.0,30,Online Direct,In Stock,Returned,Arrived late,Positive,Delivery Issues
754,Tent,Sports & Outdoors,2023-10-15,130.0,3.0,Europe,CUST1020,Online Direct,REP005,0.0,100,Retail,Low Stock,Returned,Won't buy again,Negative,Customer Service
755,Smartwatch,Electronics,2024-04-27,100.0,3.0,Not Specified,CUST1060,Retail,REP005,0.05,70,Retail,Out of Stock,Pending Return,Not as described,Neutral,Product Description Accuracy
756,Hairbrush,Health & Beauty,2023-05-01,10.0,4.0,North America,CUST1016,Wholesale,REP006,0.0,8,Retail,Low Stock,Pending Return,Color not as shown,Neutral,Product Quality
757,True Crime Book,Books & Media,,20.0,2.0,Not Specified,,Online Direct,REP008,0.1,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
758,Blazer,Fashion,2024-01-12,80.0,2.0,North America,CUST1006,Retail,REP004,0.0,60,Online Direct,Out of Stock,No Return,Fantastic experience,Negative,Experience with Purchase
759,Hiking Backpack,Sports & Outdoors,2023-05-19,90.0,4.0,Asia Pacific,CUST1061,Wholesale,REP007,0.0,70,Online Direct,Low Stock,Returned,Returning this item,Positive,Experience with Purchase
760,External Hard Drive,Electronics,2023-01-29,80.0,4.0,Not Specified,CUST1061,Online Direct,REP003,0.1,60,Marketplace,Out of Stock,No Return,Perfect fit,Negative,Product Quality
761,Eye Cream,Health & Beauty,2024-01-19,20.0,4.0,Middle East & Africa,CUST1076,Retail,REP005,0.05,15,Retail,In Stock,Returned,Missing accessories,Positive,Product Description Accuracy
762,Graphic Novel,Books & Media,,18.0,3.0,Not Specified,,Wholesale,REP004,0.0,12,Not Specified,Not Specified,Not Specified,No Feedback,Postive,No Feedback
763,Long Sleeve Dress,Fashion,2023-09-19,70.0,2.0,Europe,CUST1065,Online Direct,REP007,0.0,50,Wholesale,Out of Stock,No Return,Will return,Neutral,Customer Service
764,Camping Lantern,Sports & Outdoors,2023-10-05,35.0,2.0,Not Specified,CUST1093,Retail,REP004,0.0,25,Retail,In Stock,Pending Return,Top notch,Positive,Product Quality
765,Wireless Earbuds,Electronics,2024-05-01,70.0,1.0,Not Specified,CUST1049,Wholesale,REP007,0.0,50,Retail,In Stock,Pending Return,Color not as shown,Negative,Product Quality
766,Shampoo,Health & Beauty,2023-09-09,15.0,4.0,North America,CUST1068,Online Direct,REP009,0.0,10,Retail,In Stock,Pending Return,Item as described,Neutral,Product Description Accuracy
767,Literary Fiction,Books & Media,,25.0,3.0,Not Specified,,Retail,REP009,0.0,20,Not Specified,Not Specified,Not Specified,No Feedback,Neutral,No Feedback
768,Jumpsuit,Fashion,2023-10-18,70.0,4.0,North America,CUST1085,Wholesale,REP004,0.1,50,Retail,Out of Stock,Returned,Won't buy again,Positive,Customer Service
769,Throw Pillow,Home Décor,2023-08-13,25.0,2.0,Latin America,CUST1042,Online Direct,REP006,0.05,20,Retail,In Stock,Pending Return,Exceeds expectations,Negative,Value for Money
770,Baseball Glove,Sports & Outdoors,2024-08-28,30.0,4.0,Latin America,CUST1004,Retail,REP008,0.0,25,Online Direct,In Stock,No Return,Mislabelled,Positive,Product Description Accuracy
771,Action Camera,Electronics,2023-07-10,250.0,3.0,Latin America,CUST1049,Wholesale,REP004,0.0,200,Marketplace,Low Stock,No Return,Missing accessories,Negative,Product Description Accuracy
772,Facial Serum,Health & Beauty,2023-11-16,30.0,4.0,Europe,CUST1056,Online Direct,REP001,0.05,20,Marketplace,In Stock,Returned,Arrived late,Positive,Delivery Issues
773,Romance Novel,Books & Media,,25.0,3.0,Not Specified,,Retail,REP005,0.0,20,Not Specified,Not Specified,Not Specified,No Feedback,Postive,No Feedback
774,Silk Scarf,Fashion,2023-12-21,35.0,4.0,Asia Pacific,CUST1042,Wholesale,REP006,0.05,25,Wholesale,Out of Stock,Pending Return,Returning this item,Neutral,Experience with Purchase
775,Crossfit Gear,Sports & Outdoors,2023-05-27,130.0,4.0,North America,CUST1083,Online Direct,REP006,0.05,100,Online Direct,Out of Stock,No Return,Very fast service,Positive,Experience with Purchase
776,Bluetooth Earbuds,Electronics,2023-04-25,40.0,3.0,Latin America,CUST1089,Retail,REP001,0.0,30,Online Direct,Low Stock,Returned,Item as described,Negative,Product Description Accuracy
777,Body Lotion,Health & Beauty,2023-01-01,20.0,4.0,Europe,CUST1028,Wholesale,REP008,0.0,15,Marketplace,In Stock,Pending Return,Fantastic experience,Neutral,Experience with Purchase
778,Travel Journal,Books & Media,,20.0,3.0,Not Specified,,Online Direct,REP004,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Neutral,No Feedback
779,Long Sleeve Shirt,Fashion,2024-07-07,40.0,4.0,North America,CUST1015,Retail,REP010,0.05,30,Marketplace,In Stock,Returned,Top notch,Positive,Product Quality
780,Climbing Rope,Sports & Outdoors,2023-06-04,70.0,3.0,North America,CUST1038,Wholesale,REP002,0.0,50,Retail,In Stock,Returned,Do not recommend,Negative,Customer Service
781,GPS Device,Electronics,2023-09-12,130.0,1.0,Latin America,CUST1027,Retail,REP005,0.0,100,Marketplace,Out of Stock,No Return,Arrived late,Positive,Delivery Issues
782,Shaving Kit,Health & Beauty,2024-01-18,20.0,5.0,Not Specified,CUST1092,Online Direct,REP010,0.0,15,Marketplace,Out of Stock,Pending Return,Will return,Negative,Customer Service
783,Fantasy Novel,Books & Media,,25.0,5.0,Not Specified,,Retail,REP008,0.05,20,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
784,Wool Scarf,Fashion,2023-02-27,40.0,5.0,Europe,CUST1021,Wholesale,REP006,0.05,30,Wholesale,In Stock,Returned,Mislabelled,Postive,Product Description Accuracy
785,Hiking Boots,Sports & Outdoors,2024-07-10,90.0,3.0,North America,CUST1052,Online Direct,REP006,0.0,70,Wholesale,Out of Stock,Returned,Nice experience,Neutral,Experience with Purchase
786,Portable Battery Pack,Electronics,2023-04-05,30.0,5.0,Asia Pacific,CUST1069,Retail,REP007,0.1,25,Marketplace,Low Stock,Returned,Fantastic experience,Positive,Experience with Purchase
787,Lip Balm,Health & Beauty,2024-07-28,7.0,1.0,Asia Pacific,CUST1053,Wholesale,REP009,0.05,5,Online Direct,In Stock,Pending Return,Won't buy again,Negative,Customer Service
788,Science Fiction,Books & Media,,25.0,5.0,Not Specified,,Online Direct,REP008,0.05,20,Not Specified,Not Specified,Not Specified,No Feedback,Neutral,No Feedback
789,Trench Coat,Fashion,2023-01-12,100.0,1.0,Middle East & Africa,CUST1027,Retail,REP005,0.0,70,Wholesale,Out of Stock,Pending Return,Very fast service,Neutral,Experience with Purchase
790,Tent,Sports & Outdoors,2024-07-22,130.0,5.0,Middle East & Africa,CUST1074,Wholesale,REP007,0.05,100,Retail,In Stock,Returned,Great product,Positive,Product Quality
791,Smartwatch,Electronics,2024-03-01,100.0,4.0,Europe,CUST1055,Online Direct,REP009,0.05,70,Online Direct,In Stock,No Return,Will return,Negative,Customer Service
792,Facial Serum,Health & Beauty,2023-04-26,30.0,1.0,Middle East & Africa,CUST1065,Retail,REP002,0.0,20,Online Direct,In Stock,Returned,Returning this item,Positive,Experience with Purchase
793,Anthology,Books & Media,,20.0,1.0,Not Specified,,Wholesale,REP005,0.1,15,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
794,Blazer,Fashion,2024-05-27,80.0,1.0,Not Specified,CUST1018,Online Direct,REP006,0.05,60,Marketplace,In Stock,Pending Return,Do not recommend,Positive,Customer Service
795,Backpack,Sports & Outdoors,2024-05-07,35.0,5.0,North America,CUST1018,Retail,REP004,0.0,25,Online Direct,In Stock,Pending Return,Very satisfied,Postive,Product Quality
796,Digital Camera,Electronics,2023-06-11,250.0,3.0,Latin America,CUST1012,Wholesale,REP005,0.0,200,Wholesale,Low Stock,Pending Return,Won't buy again,Neutral,Customer Service
797,Face Cream,Health & Beauty,2023-05-14,30.0,5.0,North America,CUST1013,Online Direct,REP008,0.0,20,Retail,In Stock,No Return,Top notch,Positive,Product Quality
798,Mystery Novel,Books & Media,,20.0,1.0,Not Specified,,Retail,REP003,0.05,15,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
799,Casual Jacket,Fashion,2024-01-17,50.0,4.0,Latin America,CUST1018,Wholesale,REP004,0.0,40,Retail,In Stock,Returned,Nice experience,Neutral,Experience with Purchase
800,Fishing Tackle,Sports & Outdoors,2024-02-21,40.0,1.0,Europe,CUST1032,Online Direct,REP002,0.0,30,Retail,Out of Stock,No Return,Not worth the money,Neutral,Product Quality
801,Laptop Bag,Electronics,2024-06-13,40.0,4.0,Middle East & Africa,CUST1021,Retail,REP005,0.0,30,Wholesale,In Stock,Pending Return,Returning this item,Positive,Experience with Purchase
802,Shaving Cream,Health & Beauty,2024-02-22,15.0,2.0,Middle East & Africa,CUST1012,Wholesale,REP004,0.0,10,Retail,Out of Stock,Returned,Mislabelled,Negative,Product Description Accuracy
803,True Crime Book,Books & Media,,20.0,1.0,Not Specified,,Online Direct,REP004,0.05,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
804,Summer Dress,Fashion,2023-07-11,50.0,1.0,North America,CUST1017,Retail,REP006,0.0,40,Retail,Out of Stock,Pending Return,Great product,Negative,Product Quality
805,Wall Art,Home Décor,2024-06-10,40.0,5.0,Europe,CUST1073,Wholesale,REP010,0.0,30,Marketplace,In Stock,Pending Return,Damaged on arrival,Positive,Product Quality
806,Camping Tent,Sports & Outdoors,2023-03-05,130.0,3.0,Europe,CUST1064,Online Direct,REP006,0.05,100,Wholesale,Low Stock,No Return,Excellent quality,Postive,Product Quality
807,Wireless Earbuds,Electronics,2024-06-19,70.0,4.0,North America,CUST1099,Retail,REP004,0.0,50,Online Direct,In Stock,Pending Return,Top notch,Neutral,Product Quality
808,Facial Cleanser,Health & Beauty,2023-10-15,30.0,5.0,Latin America,CUST1050,Wholesale,REP008,0.1,20,Online Direct,Low Stock,Returned,Very fast service,Positive,Experience with Purchase
809,Travel Journal,Books & Media,,20.0,5.0,Not Specified,,Online Direct,REP009,0.1,15,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
810,Wool Sweater,Fashion,2023-09-12,80.0,3.0,Asia Pacific,CUST1078,Retail,REP008,0.05,60,Online Direct,Out of Stock,Returned,Very satisfied,Neutral,Product Quality
811,Ice Cream Maker,Sports & Outdoors,2024-07-19,70.0,5.0,Middle East & Africa,CUST1041,Wholesale,REP010,0.0,50,Wholesale,In Stock,Pending Return,Could be better,Neutral,Product Quality
812,Action Camera,Electronics,2023-06-18,250.0,1.0,Europe,CUST1099,Online Direct,REP001,0.05,200,Wholesale,In Stock,Returned,Mislabelled,Positive,Product Description Accuracy
813,Shampoo & Conditioner Set,Health & Beauty,2023-01-05,25.0,4.0,Latin America,CUST1002,Retail,REP005,0.0,15,Online Direct,Low Stock,Returned,Do not recommend,Negative,Customer Service
814,Self-Help Book,Books & Media,,25.0,2.0,Not Specified,,Wholesale,REP002,0.1,18,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
815,Blazer,Fashion,2023-02-20,80.0,2.0,Asia Pacific,CUST1005,Online Direct,REP008,0.0,60,Wholesale,Low Stock,No Return,Not worth the money,Negative,Product Quality
816,Ski Equipment,Sports & Outdoors,2023-08-07,200.0,4.0,Europe,CUST1049,Retail,REP004,0.0,150,Wholesale,In Stock,No Return,Fast delivery,Positive,Delivery Issues
817,External Hard Drive,Electronics,2024-03-03,80.0,3.0,Asia Pacific,CUST1002,Wholesale,REP005,0.0,60,Retail,In Stock,Pending Return,Very fast service,Postive,Experience with Purchase
818,Hair Mask,Health & Beauty,2023-02-18,15.0,1.0,North America,CUST1076,Online Direct,REP007,0.0,10,Wholesale,Low Stock,Returned,Nice experience,Neutral,Experience with Purchase
819,Mystery Novel,Books & Media,,20.0,2.0,Not Specified,,Retail,REP001,0.1,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
820,Denim Jacket,Fashion,2024-02-02,80.0,2.0,Latin America,CUST1057,Wholesale,REP007,0.05,60,Online Direct,Low Stock,Pending Return,Excellent quality,Negative,Product Quality
821,Ski Boots,Sports & Outdoors,2023-04-02,130.0,5.0,Asia Pacific,CUST1048,Online Direct,REP002,0.0,100,Wholesale,Low Stock,No Return,Terrible support,Neutral,Customer Service
822,Power Bank,Electronics,2024-06-19,30.0,3.0,Middle East & Africa,CUST1096,Retail,REP002,0.0,20,Retail,Low Stock,No Return,Do not recommend,Neutral,Customer Service
823,Facial Moisturizer,Health & Beauty,2024-04-24,30.0,3.0,North America,CUST1074,Wholesale,REP005,0.05,25,Wholesale,In Stock,Pending Return,Great product,Positive,Product Quality
824,Fiction Novel,Books & Media,,20.0,1.0,Not Specified,,Online Direct,REP006,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
825,Sweater Dress,Fashion,2023-02-11,70.0,5.0,Latin America,CUST1044,Retail,REP007,0.0,50,Wholesale,In Stock,Pending Return,Could be better,Positive,Product Quality
826,Food Processor,Home Appliances,2024-08-13,120.0,2.0,Middle East & Africa,CUST1043,Wholesale,REP004,0.0,100,Marketplace,Low Stock,Pending Return,Exceeds expectations,Negative,Value for Money
827,Snowshoes,Sports & Outdoors,2023-03-10,90.0,3.0,Europe,CUST1017,Online Direct,REP001,0.0,70,Retail,Low Stock,Returned,I love it,Positive,Experience with Purchase
828,Webcam,Electronics,2023-01-30,40.0,5.0,Europe,CUST1078,Retail,REP008,0.0,30,Marketplace,In Stock,Returned,Nice experience,Postive,Experience with Purchase
829,Lip Gloss,Health & Beauty,2023-07-06,12.0,3.0,North America,CUST1098,Wholesale,REP005,0.0,10,Retail,Out of Stock,Pending Return,Very satisfied,Neutral,Product Quality
830,Romance Novel,Books & Media,,20.0,3.0,Not Specified,,Online Direct,REP006,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
831,Jumpsuit,Fashion,2024-07-17,70.0,1.0,Europe,CUST1015,Retail,REP005,0.1,50,Wholesale,Low Stock,Pending Return,Fast delivery,Negative,Delivery Issues
832,Throw Pillow,Home Décor,2023-03-11,25.0,3.0,Latin America,CUST1069,Wholesale,REP001,0.0,20,Marketplace,In Stock,No Return,Good value for money,Neutral,Product Quality
833,Baseball Glove,Sports & Outdoors,2023-11-30,30.0,4.0,Middle East & Africa,CUST1073,Online Direct,REP001,0.0,25,Marketplace,Low Stock,No Return,Would buy again,Neutral,Value for Money
834,Digital Camera,Electronics,2023-03-12,250.0,3.0,Europe,CUST1055,Retail,REP009,0.0,200,Online Direct,In Stock,Returned,Great product,Positive,Product Quality
835,Facial Serum,Health & Beauty,2023-06-30,30.0,3.0,North America,CUST1073,Wholesale,REP004,0.05,20,Wholesale,Out of Stock,Returned,Not worth the money,Negative,Product Quality
836,Mystery Novel,Books & Media,,20.0,1.0,Not Specified,,Online Direct,REP007,0.05,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
837,Sweater Dress,Fashion,2024-08-26,70.0,2.0,Europe,CUST1032,Retail,REP005,0.0,50,Online Direct,In Stock,Returned,Terrible support,Negative,Customer Service
838,Treadmill,Sports & Outdoors,2024-07-01,400.0,2.0,Latin America,CUST1076,Wholesale,REP001,0.05,300,Online Direct,Low Stock,Pending Return,Not recommended,Positive,Value for Money
839,Bluetooth Speaker,Electronics,2023-05-11,70.0,3.0,Europe,CUST1001,Online Direct,REP005,0.0,50,Wholesale,In Stock,Returned,Very satisfied,Postive,Product Quality
840,Bathrobe,Health & Beauty,2023-07-22,50.0,4.0,North America,CUST1041,Retail,REP009,0.0,40,Marketplace,Out of Stock,No Return,Excellent quality,Neutral,Product Quality
841,Science Fiction,Books & Media,,30.0,3.0,Not Specified,,Wholesale,REP007,0.1,20,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
842,Denim Jacket,Fashion,2023-06-06,80.0,4.0,North America,CUST1082,Online Direct,REP007,0.05,60,Wholesale,In Stock,Pending Return,I love it,Negative,Experience with Purchase
843,Ski Boots,Sports & Outdoors,2023-12-27,130.0,2.0,Latin America,CUST1010,Retail,REP007,0.0,100,Retail,Low Stock,Pending Return,Too expensive,Neutral,Product Quality
844,Power Bank,Electronics,2023-05-30,30.0,5.0,Latin America,CUST1018,Wholesale,REP007,0.0,20,Online Direct,Low Stock,Returned,Not worth the money,Neutral,Product Quality
845,Facial Moisturizer,Health & Beauty,2024-04-10,30.0,5.0,Europe,CUST1041,Online Direct,REP005,0.05,25,Retail,Low Stock,Returned,Could be better,Positive,Product Quality
846,Fiction Novel,Books & Media,,20.0,1.0,Not Specified,,Retail,REP010,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
847,Sweater Dress,Fashion,2023-06-11,70.0,5.0,Asia Pacific,CUST1084,Wholesale,REP009,0.0,50,Wholesale,Low Stock,Pending Return,Would buy again,Positive,Value for Money
848,Food Processor,Home Appliances,2023-11-18,120.0,5.0,Latin America,CUST1084,Online Direct,REP009,0.0,100,Wholesale,Out of Stock,Returned,Damaged on arrival,Negative,Product Quality
849,Snowshoes,Sports & Outdoors,2024-06-29,90.0,1.0,Asia Pacific,CUST1088,Retail,REP003,0.0,70,Online Direct,Out of Stock,Returned,Quick shipping,Positive,Delivery Issues
850,Webcam,Electronics,2024-03-28,40.0,4.0,Europe,CUST1029,Wholesale,REP006,0.0,30,Marketplace,Low Stock,No Return,Excellent quality,Postive,Product Quality
851,Lip Gloss,Health & Beauty,2023-12-29,12.0,5.0,Asia Pacific,CUST1090,Online Direct,REP007,0.0,10,Online Direct,Out of Stock,Pending Return,Fast delivery,Neutral,Delivery Issues
852,Romance Novel,Books & Media,,20.0,2.0,Not Specified,,Retail,REP004,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
853,Jumpsuit,Fashion,2023-03-05,70.0,2.0,Latin America,CUST1083,Wholesale,REP008,0.1,50,Marketplace,Out of Stock,Returned,Not recommended,Negative,Value for Money
854,Throw Pillow,Home Décor,2023-08-13,25.0,1.0,North America,CUST1040,Online Direct,REP010,0.0,20,Marketplace,Out of Stock,Returned,Will shop again,Neutral,Customer Service
855,Baseball Glove,Sports & Outdoors,2024-06-01,30.0,2.0,Middle East & Africa,CUST1063,Retail,REP003,0.0,25,Marketplace,Out of Stock,No Return,Satisfied with my purchase,Neutral,Experience with Purchase
856,Digital Camera,Electronics,2023-12-03,250.0,1.0,Europe,CUST1038,Wholesale,REP003,0.0,200,Retail,In Stock,No Return,Could be better,Positive,Product Quality
857,Facial Serum,Health & Beauty,2024-04-19,30.0,2.0,North America,CUST1035,Online Direct,REP010,0.05,20,Retail,Low Stock,No Return,Terrible support,Negative,Customer Service
858,Mystery Novel,Books & Media,,20.0,2.0,Not Specified,,Retail,REP003,0.05,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
859,Sweater Dress,Fashion,2023-07-14,70.0,4.0,Middle East & Africa,CUST1008,Wholesale,REP009,0.0,50,Wholesale,Low Stock,No Return,Too expensive,Negative,Product Quality
860,Treadmill,Sports & Outdoors,2024-07-28,400.0,2.0,Latin America,CUST1024,Online Direct,REP008,0.05,300,Retail,Low Stock,Pending Return,Poor packaging,Positive,Product Quality
861,Bluetooth Speaker,Electronics,2023-03-13,70.0,4.0,North America,CUST1073,Retail,REP006,0.0,50,Retail,Low Stock,Returned,Fast delivery,Postive,Delivery Issues
862,Bathrobe,Health & Beauty,2023-04-06,50.0,5.0,Latin America,CUST1048,Wholesale,REP002,0.0,40,Online Direct,Out of Stock,Pending Return,I love it,Neutral,Experience with Purchase
863,Science Fiction,Books & Media,,30.0,5.0,Not Specified,,Online Direct,REP003,0.1,20,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
864,Denim Jacket,Fashion,2023-08-22,80.0,3.0,Latin America,CUST1033,Retail,REP004,0.05,60,Retail,In Stock,No Return,Quick shipping,Negative,Delivery Issues
865,Ski Boots,Sports & Outdoors,2023-08-31,130.0,3.0,Middle East & Africa,CUST1025,Online Direct,REP004,0.0,100,Marketplace,Out of Stock,No Return,Exceeds expectations,Neutral,Value for Money
866,Power Bank,Electronics,2024-07-24,30.0,5.0,Middle East & Africa,CUST1066,Retail,REP003,0.0,20,Retail,Low Stock,Pending Return,Terrible support,Neutral,Customer Service
867,Facial Moisturizer,Health & Beauty,2023-10-01,30.0,3.0,Europe,CUST1004,Wholesale,REP009,0.05,25,Retail,Out of Stock,Returned,Would buy again,Positive,Value for Money
868,Fiction Novel,Books & Media,,20.0,5.0,Not Specified,,Retail,REP006,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
869,Sweater Dress,Fashion,2023-09-08,70.0,1.0,North America,CUST1004,Wholesale,REP001,0.0,50,Retail,Low Stock,Returned,Satisfied with my purchase,Positive,Experience with Purchase
870,Food Processor,Home Appliances,2023-11-19,120.0,4.0,Middle East & Africa,CUST1072,Online Direct,REP007,0.0,100,Online Direct,Out of Stock,No Return,Good value for money,Negative,Product Quality
871,Snowshoes,Sports & Outdoors,2023-10-21,90.0,1.0,Asia Pacific,CUST1002,Retail,REP004,0.0,70,Wholesale,Out of Stock,No Return,Damaged on arrival,Positive,Product Quality
872,Webcam,Electronics,2023-04-16,40.0,1.0,Latin America,CUST1094,Wholesale,REP004,0.0,30,Retail,Out of Stock,Pending Return,I love it,Postive,Experience with Purchase
873,Lip Gloss,Health & Beauty,2023-02-22,12.0,4.0,North America,CUST1065,Online Direct,REP003,0.0,10,Wholesale,Low Stock,Pending Return,Not recommended,Neutral,Value for Money
874,Romance Novel,Books & Media,,20.0,3.0,Not Specified,,Retail,REP001,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
875,Jumpsuit,Fashion,2024-08-29,70.0,4.0,Latin America,CUST1019,Wholesale,REP004,0.1,50,Wholesale,In Stock,Pending Return,Poor packaging,Negative,Product Quality
876,Throw Pillow,Home Décor,2023-10-28,25.0,2.0,North America,CUST1088,Retail,REP007,0.0,20,Marketplace,In Stock,Pending Return,Delays in delivery,Neutral,Delivery Issues
877,Baseball Glove,Sports & Outdoors,2023-02-05,30.0,2.0,Latin America,CUST1072,Online Direct,REP010,0.0,25,Wholesale,Out of Stock,Returned,Good value for money,Neutral,Product Quality
878,Digital Camera,Electronics,2024-06-15,250.0,1.0,North America,CUST1048,Wholesale,REP002,0.0,200,Marketplace,In Stock,No Return,Would buy again,Positive,Value for Money
879,Facial Serum,Health & Beauty,2024-05-02,30.0,5.0,Latin America,CUST1098,Retail,REP010,0.05,20,Wholesale,Out of Stock,Pending Return,Too expensive,Negative,Product Quality
880,Mystery Novel,Books & Media,,20.0,4.0,Not Specified,,Online Direct,REP010,0.05,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
881,Sweater Dress,Fashion,2024-08-22,70.0,3.0,Europe,CUST1002,Wholesale,REP001,0.0,50,Marketplace,In Stock,Returned,Exceeds expectations,Negative,Value for Money
